,Identifier,SEDOL,PriceDate,Close,Close_crawler,Pricedate_crawler
32,ESLT.TA,6308913,7/11/2019 0:00,550.0,55000.00,07/14/2019 18:27
33,ERJ.N,2611916,7/11/2019 0:00,20.52,20.52,07/14/2019 18:27
34,BBDb.TO,2109723,7/11/2019 0:00,2.2,2.20,07/14/2019 18:27
35,KBR.N,B1HHB18,7/11/2019 0:00,25.05,25.05,07/14/2019 18:27
36,ETL.PA,B0M7KJ7,7/11/2019 0:00,17.135,17.14,07/14/2019 18:27
37,AJRD.N,BWD7PX9,7/11/2019 0:00,45.83,45.83,07/14/2019 18:27
38,AVMD.PA,4067164,7/11/2019 0:00,1168.0,1168.00,07/14/2019 18:27
39,COB.L,B07KD36,7/11/2019 0:00,1.1565,115.65,07/14/2019 18:27
40,ISA.L,B09LSH6,7/11/2019 0:00,5.584,558.40,07/14/2019 18:27
41,MOGa.N,2601218,7/11/2019 0:00,92.51,92.51,07/14/2019 18:27
42,BAB.L,0969703,7/11/2019 0:00,4.28,428.00,07/14/2019 18:27
43,SAABb.ST,5469554,7/11/2019 0:00,307.1,307.10,07/14/2019 18:27
44,IRDM.O,B2QH310,7/11/2019 0:00,24.42,24.42,07/14/2019 18:27
45,047810.KS,B3N3363,7/11/2019 0:00,34100.0,34100.00,07/14/2019 18:27
46,SATS.O,B2NC471,7/11/2019 0:00,46.19,46.19,07/14/2019 18:27
47,KTOS.O,2512149,7/11/2019 0:00,24.01,24.01,07/14/2019 18:27
48,QQ.L,B0WMWD0,7/11/2019 0:00,2.78,278.00,07/14/2019 18:27
49,MANT.O,2825308,7/11/2019 0:00,65.37,65.37,07/14/2019 18:27
50,BAJE.BO,BF1THH6,7/11/2019 0:00,106.75,106.75,07/14/2019 18:27
51,I.N,B8CP440,7/11/2019 0:00,20.43,20.43,07/14/2019 18:27
52,ULE.L,0912332,7/11/2019 0:00,17.26,1726.00,07/14/2019 18:27
53,2357.HK,6707899,7/11/2019 0:00,4.41,4.41,07/14/2019 18:27
54,AVAV.O,B1P5YY8,7/11/2019 0:00,55.37,55.37,07/14/2019 18:27
55,KOG.OL,5208241,7/11/2019 0:00,118.8,118.80,07/14/2019 18:27
56,SNR.L,0795823,7/11/2019 0:00,2.176,217.60,07/14/2019 18:27
57,TGI.N,2893071,7/11/2019 0:00,23.1,23.10,07/14/2019 18:27
58,LIN.N,BZ12WP8,7/11/2019 0:00,202.81,202.81,07/14/2019 18:27
59,ANSS.O,2045623,7/11/2019 0:00,211.3,211.30,07/14/2019 18:27
60,3402.T,6897143,7/11/2019 0:00,770.1,770,07/14/2019 18:27
61,SKFb.ST,B1Q3J35,7/11/2019 0:00,154.0,154.00,07/14/2019 18:27
62,ROLL.O,B0GLYB5,7/11/2019 0:00,162.58,162.58,07/14/2019 18:27
63,AKZO.AS,5458314,7/11/2019 0:00,82.45,82.45,07/14/2019 18:27
64,SOLB.BR,4821100,7/11/2019 0:00,86.72,86.72,07/14/2019 18:27
65,ATI.N,2526117,7/11/2019 0:00,23.96,23.96,07/14/2019 18:27
66,GRMN.O,B3Z5T14,7/11/2019 0:00,78.99,78.99,07/14/2019 18:27
67,CAPP.PA,4163437,7/11/2019 0:00,113.65,113.65,07/14/2019 18:27
68,SWKS.O,2961053,7/11/2019 0:00,79.18,79.18,07/14/2019 18:27
69,ALU.AX,6167697,7/11/2019 0:00,36.76,36.76,07/14/2019 18:27
70,NATI.O,2645078,7/11/2019 0:00,42.57,42.57,07/14/2019 18:27
71,RPD.OQ,BZ22CY6,7/11/2019 0:00,62.71,62.71,07/14/2019 18:27
72,RS.N,2729068,7/11/2019 0:00,90.81,90.81,07/14/2019 18:27
73,VIAV.O,BYXB201,7/11/2019 0:00,14.34,14.34,07/14/2019 18:27
74,BOY.L,B3FLWH9,7/11/2019 0:00,7.5950003,759.50,07/14/2019 18:27
75,LEG.N,2510682,7/11/2019 0:00,37.84,37.84,07/14/2019 18:27
76,SOPR.PA,5633616,7/11/2019 0:00,101.5,101.50,07/14/2019 18:27
77,OSIS.O,2111579,7/11/2019 0:00,113.62,113.62,07/14/2019 18:27
78,CSTM.N,B9B3DX4,7/11/2019 0:00,10.27,10.27,07/14/2019 18:27
79,KALU.O,B15CJ33,7/11/2019 0:00,93.03,93.03,07/14/2019 18:27
80,3401.T,6880507,7/11/2019 0:00,1836.0,1836,07/14/2019 18:27
81,NPO.N,2951292,7/11/2019 0:00,60.9,60.90,07/14/2019 18:27
82,PRGS.O,2705198,7/11/2019 0:00,41.33,41.33,07/14/2019 18:27
83,TRS.O,B1XHRL4,7/11/2019 0:00,30.72,30.72,07/14/2019 18:27
84,TTMI.OQ,2635659,7/11/2019 0:00,9.54,9.54,07/14/2019 18:27
85,CCC.L,BV9FP30,7/11/2019 0:00,13.44,1344.00,07/14/2019 18:27
86,PLUS.O,2597748,7/11/2019 0:00,72.71,72.71,07/14/2019 18:27
87,AIXGn.DE,5468346,7/11/2019 0:00,7.544,7.54,07/14/2019 18:27
88,AMG.AS,B1Z95S1,7/11/2019 0:00,26.32,26.32,07/14/2019 18:27
89,PVTL.N,BZ197M1,7/11/2019 0:00,10.81,10.81,07/14/2019 18:27
90,DAL.N,B1W9D46,7/11/2019 0:00,60.16,60.16,07/14/2019 18:27
91,UBER.N,BK6N347,7/11/2019 0:00,43.99,43.99,07/14/2019 18:27
92,LUV.N,2831543,7/11/2019 0:00,51.84,51.84,07/14/2019 18:27
93,9020.T,6298542,7/11/2019 0:00,10240.0,10240,07/14/2019 18:27
94,9022.T,6183552,7/11/2019 0:00,21840.0,21840,07/14/2019 18:27
95,UAL.OQ,B4QG225,7/11/2019 0:00,89.48,89.48,07/14/2019 18:27
96,AAL.OQ,BCV7KT2,7/11/2019 0:00,33.03,33.03,07/14/2019 18:27
97,LYFT.OQ,BJT1RW7,7/11/2019 0:00,61.85,61.85,07/14/2019 18:27
98,9021.T,6957995,7/11/2019 0:00,8883.0,8883,07/14/2019 18:27
99,0066.HK,6290054,7/11/2019 0:00,54.2,54.20,07/14/2019 18:27
100,9201.T,B8BRV46,7/11/2019 0:00,3468.0,3468,07/14/2019 18:27
101,9202.T,6014908,7/11/2019 0:00,3658.0,3658,07/14/2019 18:27
102,ICAG.L,B5M6XQ7,7/11/2019 0:00,4.5089999999999995,450.90,07/14/2019 18:27
103,LHAG.DE,5287488,7/11/2019 0:00,14.915,14.91,07/14/2019 18:27
104,AC.TO,BSDHYK1,7/11/2019 0:00,41.88,41.88,07/14/2019 18:27
105,9042.T,6408664,7/11/2019 0:00,3860.0,3860,07/14/2019 18:27
106,ALK.N,2012605,7/11/2019 0:00,63.31,63.31,07/14/2019 18:27
107,9041.T,6492968,7/11/2019 0:00,5250.0,5250,07/14/2019 18:27
108,9007.T,6656106,7/11/2019 0:00,2580.0,2580,07/14/2019 18:27
109,QAN.AX,6710347,7/11/2019 0:00,5.71,5.71,07/14/2019 18:27
110,9008.T,6487362,7/11/2019 0:00,7130.0,7130,07/14/2019 18:27
111,JBLU.OQ,2852760,7/11/2019 0:00,18.69,18.69,07/14/2019 18:27
112,9001.T,6895169,7/11/2019 0:00,3155.0,3155,07/14/2019 18:27
113,9048.T,6619864,7/11/2019 0:00,3025.0,3025,07/14/2019 18:27
114,9009.T,6487425,7/11/2019 0:00,4040.0,4040,07/14/2019 18:27
115,9142.T,BD2BST6,7/11/2019 0:00,3165.0,3165,07/14/2019 18:27
116,CMDG.SI,6603737,7/11/2019 0:00,2.8,2.80,07/14/2019 18:27
117,9045.T,6487232,7/11/2019 0:00,4615.0,4615,07/14/2019 18:27
118,SIAL.SI,6811734,7/11/2019 0:00,9.45,9.45,07/14/2019 18:27
119,9024.T,BKY6H35,7/11/2019 0:00,1807.0,1807,07/14/2019 18:27
120,SAVE.N,B3ZG8F4,7/11/2019 0:00,52.22,52.22,07/14/2019 18:27
121,9006.T,6487306,7/11/2019 0:00,1868.0,1868,07/14/2019 18:27
122,EZJ.L,B7KR2P8,7/11/2019 0:00,9.644,964.40,07/14/2019 18:27
123,SKYW.OQ,2814210,7/11/2019 0:00,60.4,60.40,07/14/2019 18:27
124,7203.T,6900643,7/11/2019 0:00,6865.0,6865,07/14/2019 18:27
125,DAIGn.DE,5529027,7/11/2019 0:00,46.65,46.65,07/14/2019 18:27
126,GM.N,B665KZ5,7/11/2019 0:00,38.43,38.43,07/14/2019 18:27
127,F.N,2615468,7/11/2019 0:00,10.19,10.19,07/14/2019 18:27
128,7267.T,6435145,7/11/2019 0:00,2844.0,2844,07/14/2019 18:27
129,VOWG_p.F,5497168,7/11/2019 0:00,151.94,151.90,07/14/2019 18:27
