ExDate,IdentifierMappingID,EventType,EventCurrency,LocalCurrency,EventAmount,OfferPrice,TermOldShares,TermNewShares,SpunOffStock,SpunOffCash,BuybackShares,PriceExT1,FxExT1,PayDate,PayDatePrice,PayDatePriceT1,PayDateFx,PayDateFxT1,FrankingPercent,IncomePercent,WHTType,REIT,Comments,TaxRate
7/12/2018,110,Cash Dividend,US,US,0.35,\N,\N,\N,\N,\N,0,106.7404431,1,7/25/2018,\N,108.0027243,\N,1,0,0,Standard,0,\N,30
10/12/2018,110,Cash Dividend,US,US,0.4,\N,\N,\N,\N,\N,0,101.0407578,1,10/25/2018,\N,95.6809175,\N,1,0,0,Custom,0,\N,67
1/14/2019,110,Cash Dividend,US,US,0.4,\N,\N,\N,\N,\N,0,92.041497,1,1/25/2019,\N,93.6379341,\N,1,0,0,Standard,0,\N,30
4/12/2019,110,Cash Dividend,US,US,0.4,\N,\N,\N,\N,\N,0,96.3380808,1,4/25/2019,\N,99.83644605,\N,1,0,0,Custom,0,\N,67
5/14/2018,110,Special Cash Dividend,US,US,1.5,\N,\N,\N,\N,\N,0,107.245338,1,5/25/2018,\N,108.0998229,\N,1,0,0,Flat,0,\N,\N
11/15/2018,110,Special Cash Dividend,US,US,1.5,\N,\N,\N,\N,\N,0,99.19588524,1,11/26/2018,\N,101.4723014,\N,1,0,0,Flat,0,\N,\N
5/14/2019,110,Special Cash Dividend,US,US,1.5,\N,\N,\N,\N,\N,0,98.81157285,1,5/28/2019,\N,99.75,\N,1,0,0,Flat,0,\N,\N
5/15/2018,112,Cash Dividend,US,US,0.14,\N,\N,\N,\N,\N,0,75.25,1,5/30/2018,\N,76.14,\N,1,0,0,Standard,0,\N,30
8/3/2018,112,Cash Dividend,US,US,0.14,\N,\N,\N,\N,\N,0,78.22,1,8/21/2018,\N,79.69,\N,1,0,0,Custom,0,\N,67
11/9/2018,112,Cash Dividend,US,US,0.16,\N,\N,\N,\N,\N,0,76.32,1,11/27/2018,\N,76.95,\N,1,0,0,Flat,0,\N,\N
2/28/2019,112,Cash Dividend,US,US,0.16,\N,\N,\N,\N,\N,0,83.84,1,3/15/2019,\N,84.82,\N,1,0,0,Standard,0,\N,30
5/7/2019,112,Cash Dividend,US,US,0.16,\N,\N,\N,\N,\N,0,92.93,1,5/22/2019,\N,94.56,\N,1,0,0,Custom,0,\N,67
5/15/2018,113,Cash Dividend,US,US,0.36,\N,\N,\N,\N,\N,0,83.6,1,6/8/2018,\N,84.19,\N,1,0,0,Flat,0,\N,\N
8/17/2018,113,Cash Dividend,US,US,0.36,\N,\N,\N,\N,\N,0,84.2,1,9/7/2018,\N,87.92,\N,1,0,0,Standard,0,\N,30
11/23/2018,113,Cash Dividend,US,US,0.36,\N,\N,\N,\N,\N,0,87.03,1,12/7/2018,\N,91.5,\N,1,0,0,Custom,0,\N,67
2/13/2019,113,Cash Dividend,US,US,0.42,\N,\N,\N,\N,\N,0,94.05,1,3/8/2019,\N,96.54,\N,1,0,0,Flat,0,\N,\N
5/15/2019,113,Cash Dividend,US,US,0.42,\N,\N,\N,\N,\N,0,100.68,1,6/7/2019,\N,108.42,\N,1,0,0,Standard,0,\N,30
5/15/2018,114,Cash Dividend,US,US,0.2,\N,\N,\N,\N,\N,0,28.51,1,5/31/2018,\N,28.32,\N,1,0,0,Custom,0,\N,67
8/15/2018,114,Cash Dividend,US,US,0.2,\N,\N,\N,\N,\N,0,28.6,1,8/31/2018,\N,28.33,\N,1,0,0,Flat,0,\N,\N
11/14/2018,114,Cash Dividend,US,US,0.215,\N,\N,\N,\N,\N,0,28.52,1,11/30/2018,\N,28.07,\N,1,0,0,Standard,0,\N,30
2/13/2019,114,Cash Dividend,US,US,0.215,\N,\N,\N,\N,\N,0,29.78,1,2/28/2019,\N,29.72,\N,1,0,0,Custom,0,\N,67
5/15/2019,114,Cash Dividend,US,US,0.215,\N,\N,\N,\N,\N,0,30.44,1,5/31/2019,\N,30,\N,1,0,0,Flat,0,\N,\N
5/15/2018,115,Cash Dividend,HK,HK,2.07,\N,\N,\N,\N,\N,0,93.2,1,5/31/2018,\N,87.45,\N,1,0,0,Standard,0,\N,0
9/3/2018,115,Cash Dividend,HK,HK,0.87,\N,\N,\N,\N,\N,0,90.45,1,9/13/2018,\N,89.9,\N,1,0,0,Custom,0,\N,5
5/21/2019,115,Cash Dividend,HK,HK,2.3,\N,\N,\N,\N,\N,0,78.4,1,5/31/2019,\N,73,\N,1,0,0,Flat,0,\N,\N
9/4/2018,115,Buyback,\N,HK,\N,\N,\N,\N,\N,\N,600000,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/15/2018,116,Cash Dividend,HK,HK,1.28,\N,\N,\N,\N,\N,0,69.5,1,5/31/2018,\N,65,\N,1,0,0,Standard,0,\N,0
9/3/2018,116,Cash Dividend,HK,HK,0.47,\N,\N,\N,\N,\N,0,55.95,1,9/13/2018,\N,55.65,\N,1,0,0,Custom,0,\N,5
5/21/2019,116,Cash Dividend,HK,HK,1.43,\N,\N,\N,\N,\N,0,61.25,1,5/31/2019,\N,57.5,\N,1,0,0,Flat,0,\N,\N
9/3/2018,116,Buyback,\N,HK,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/15/2018,117,Cash Dividend,US,US,0.46,\N,\N,\N,\N,\N,0,78.34,1,6/11/2018,\N,78.99,\N,1,0,0,Standard,0,\N,30
8/15/2018,117,Cash Dividend,US,US,0.46,\N,\N,\N,\N,\N,0,80.11,1,9/10/2018,\N,82.51,\N,1,0,0,Custom,0,\N,67
11/20/2018,117,Cash Dividend,US,US,0.46,\N,\N,\N,\N,\N,0,63.41,1,12/10/2018,\N,61.56,\N,1,0,0,Flat,0,\N,\N
2/19/2019,117,Cash Dividend,US,US,0.53,\N,\N,\N,\N,\N,0,65.15,1,3/11/2019,\N,57.5,\N,1,0,0,Standard,0,\N,30
5/15/2019,117,Cash Dividend,US,US,0.53,\N,\N,\N,\N,\N,0,51.31,1,6/10/2019,\N,46.99,\N,1,0,0,Custom,0,\N,67
5/15/2018,118,Cash Dividend,US,CA,0.14,\N,\N,\N,\N,\N,0,96.36,0.7804,5/30/2018,\N,99.13,\N,0.768,0,0,Flat,0,\N,\N
8/3/2018,118,Cash Dividend,US,CA,0.14,\N,\N,\N,\N,\N,0,101.8,0.7804,8/21/2018,\N,103.95,\N,0.768,0,0,Standard,0,\N,25
11/9/2018,118,Cash Dividend,US,CA,0.16,\N,\N,\N,\N,\N,0,100.45,0.7804,11/27/2018,\N,101.94,\N,0.768,0,0,Custom,0,\N,25
2/28/2019,118,Cash Dividend,US,CA,0.16,\N,\N,\N,\N,\N,0,110.25,0.7804,3/15/2019,\N,113.02,\N,0.768,0,0,Flat,0,\N,\N
5/7/2019,118,Cash Dividend,US,CA,0.16,\N,\N,\N,\N,\N,0,124.87,0.7804,5/22/2019,\N,126.82,\N,0.768,0,0,Standard,0,\N,25
5/15/2018,119,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,21.42,1,6/11/2018,\N,20.99,\N,1,0,0,Custom,0,\N,67
8/14/2018,119,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,20.08,1,9/10/2018,\N,20.52,\N,1,0,0,Flat,0,\N,\N
11/20/2018,119,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,17.12,1,12/10/2018,\N,16.05,\N,1,0,0,Standard,0,\N,30
2/19/2019,119,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,17.08,1,3/11/2019,\N,16.27,\N,1,0,0,Custom,0,\N,67
5/14/2019,119,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,15.03,1,6/10/2019,\N,13.31,\N,1,0,0,Flat,0,\N,\N
12/12/2018,119,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/15/2018,120,Cash Dividend,US,US,0.62,\N,\N,\N,\N,\N,0,72.9,1,6/10/2018,\N,78.02,\N,1,0,0,Standard,0,\N,30
8/14/2018,120,Cash Dividend,US,US,0.64,\N,\N,\N,\N,\N,0,82.06,1,9/10/2018,\N,88.74,\N,1,0,0,Custom,1,\N,\N
11/20/2018,120,Cash Dividend,US,US,0.64,\N,\N,\N,\N,\N,0,77.79,1,12/10/2018,\N,67.81,\N,1,0,0,Flat,0,\N,\N
2/19/2019,120,Cash Dividend,US,US,0.64,\N,\N,\N,\N,\N,0,72.84,1,3/10/2019,\N,75.81,\N,1,0,0,Standard,0,\N,30
5/14/2019,120,Cash Dividend,US,US,0.64,\N,\N,\N,\N,\N,0,71.68,1,6/10/2019,\N,86.85,\N,1,0,0,Custom,0,\N,67
5/23/2018,120,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/15/2018,121,Cash Dividend,US,US,0.715,\N,\N,\N,\N,\N,0,76.63,1,6/15/2018,\N,73.25,\N,1,0,0,Flat,0,\N,\N
8/14/2018,121,Cash Dividend,US,US,0.715,\N,\N,\N,\N,\N,0,79.05,1,9/17/2018,\N,80.29,\N,1,0,0,Standard,0,\N,30
11/13/2018,121,Cash Dividend,US,US,0.715,\N,\N,\N,\N,\N,0,79.37,1,12/17/2018,\N,83.83,\N,1,0,0,Custom,0,\N,67
2/12/2019,121,Cash Dividend,US,US,0.74,\N,\N,\N,\N,\N,0,78.97,1,3/15/2019,\N,84.98,\N,1,0,0,Flat,0,\N,\N
5/14/2019,121,Cash Dividend,US,US,0.74,\N,\N,\N,\N,\N,0,86.04,1,6/17/2019,\N,88.54,\N,1,0,0,Standard,0,\N,30
5/16/2018,122,Cash Dividend,US,US,1.32,\N,\N,\N,\N,\N,0,172.34,1,6/8/2018,\N,183.3,\N,1,0,0,Custom,0,\N,67
8/16/2018,122,Cash Dividend,US,US,1.32,\N,\N,\N,\N,\N,0,195.26,1,9/7/2018,\N,196.15,\N,1,0,0,Flat,0,\N,\N
11/15/2018,122,Cash Dividend,US,US,1.32,\N,\N,\N,\N,\N,0,190.36,1,12/7/2018,\N,199.01,\N,1,0,0,Standard,0,\N,30
2/14/2019,122,Cash Dividend,US,US,1.45,\N,\N,\N,\N,\N,0,188.98,1,3/8/2019,\N,181.46,\N,1,0,0,Custom,0,\N,67
5/16/2019,122,Cash Dividend,US,US,1.45,\N,\N,\N,\N,\N,0,169.87,1,6/7/2019,\N,174.45,\N,1,0,0,Flat,0,\N,\N
5/16/2018,123,Cash Dividend,US,US,0.5625,\N,\N,\N,\N,\N,0,82.21,1,6/8/2018,\N,85.88,\N,1,0,0,Standard,0,\N,30
8/14/2018,123,Cash Dividend,US,US,0.5625,\N,\N,\N,\N,\N,0,102.44,1,9/10/2018,\N,107.03,\N,1,0,0,Custom,0,\N,67
11/14/2018,123,Cash Dividend,US,US,0.5625,\N,\N,\N,\N,\N,0,112.39,1,12/10/2018,\N,113.58,\N,1,0,0,Flat,0,\N,\N
2/14/2019,123,Cash Dividend,US,US,0.645,\N,\N,\N,\N,\N,0,119.65,1,3/8/2019,\N,126.34,\N,1,0,0,Standard,0,\N,30
5/16/2019,123,Cash Dividend,US,US,0.645,\N,\N,\N,\N,\N,0,115.62,1,6/10/2019,\N,118.35,\N,1,0,0,Custom,0,\N,67
5/16/2018,124,Cash Dividend,US,US,0.39,\N,\N,\N,\N,\N,0,42.795,1,6/7/2018,\N,47.15,\N,1,0,0,Flat,0,\N,\N
8/15/2018,124,Cash Dividend,US,US,0.39,\N,\N,\N,\N,\N,0,50.5,1,9/6/2018,\N,55.565,\N,1,0,0,Standard,0,\N,30
11/14/2018,124,Cash Dividend,US,US,0.195,\N,\N,\N,\N,\N,0,53.75,1,12/6/2018,\N,47.17,\N,1,0,0,Custom,0,\N,67
2/13/2019,124,Cash Dividend,US,US,0.195,\N,\N,\N,\N,\N,0,49.75,1,3/7/2019,\N,51.93,\N,1,0,0,Flat,0,\N,\N
5/15/2019,124,Cash Dividend,US,US,0.23,\N,\N,\N,\N,\N,0,52.58,1,6/6/2019,\N,51.16,\N,1,0,0,Standard,0,\N,30
2/27/2019,124,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
4/2/2019,124,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
10/26/2018,124,Stock Split,\N,US,\N,\N,1,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/16/2018,125,Cash Dividend,US,CA,0.345,\N,\N,\N,\N,\N,0,49.38001571,0.7766,6/15/2018,\N,53.7300171,\N,0.7631,0,0,Custom,0,\N,25
8/15/2018,125,Cash Dividend,US,CA,0.345,\N,\N,\N,\N,\N,0,56.09001785,0.7766,9/17/2018,\N,59.32001887,\N,0.7631,0,0,Flat,0,\N,\N
11/14/2018,125,Cash Dividend,US,CA,0.35,\N,\N,\N,\N,\N,0,63.53002021,0.7766,12/17/2018,\N,68.55,\N,0.7631,0,0,Standard,0,\N,25
3/7/2019,125,Cash Dividend,US,CA,0.36,\N,\N,\N,\N,\N,0,73.2,0.7766,3/20/2019,\N,75.46,\N,0.7631,0,0,Flat,0,\N,\N
5/22/2019,125,Cash Dividend,US,CA,0.36,\N,\N,\N,\N,\N,0,87.48,0.7766,6/17/2019,\N,87.3,\N,0.7631,0,0,Standard,0,\N,25
11/27/2018,125,Special Cash Dividend,US,CA,4.45,\N,\N,\N,\N,\N,0,64.93002066,0.7766,11/27/2018,\N,64.93002066,\N,0.7631,0,0,Custom,0,\N,25
5/24/2018,125,Buyback,\N,CA,\N,\N,\N,\N,\N,\N,36000000,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/7/2018,125,Buyback,\N,CA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
8/8/2018,125,Buyback,\N,CA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
8/28/2018,125,Buyback,\N,CA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/8/2019,125,Buyback,\N,CA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
11/27/2018,125,Stock Split,\N,CA,\N,\N,1,0.9079,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/16/2018,126,Cash Dividend,US,US,0.335,\N,\N,\N,\N,\N,0,44.41,1,6/7/2018,\N,44.79,\N,1,0,0,Custom,0,\N,67
8/15/2018,126,Cash Dividend,US,US,0.335,\N,\N,\N,\N,\N,0,49.94,1,9/6/2018,\N,49.83,\N,1,0,0,Flat,0,\N,\N
11/21/2018,126,Cash Dividend,US,US,0.335,\N,\N,\N,\N,\N,0,45.66,1,12/14/2018,\N,44.93,\N,1,0,0,Standard,0,\N,30
2/15/2019,126,Cash Dividend,US,US,0.35,\N,\N,\N,\N,\N,0,42.24,1,3/12/2019,\N,42.84,\N,1,0,0,Custom,0,\N,67
5/14/2019,126,Cash Dividend,US,US,0.35,\N,\N,\N,\N,\N,0,40.69,1,6/5/2019,\N,39.63,\N,1,0,0,Flat,0,\N,\N
5/16/2018,127,Cash Dividend,US,NO,0.23,\N,\N,\N,\N,\N,0,220.8,0.12309,5/30/2018,\N,207.6,\N,0.12069,0,0,Standard,0,\N,25
8/21/2018,127,Cash Dividend,US,NO,0.23,\N,\N,\N,\N,\N,0,216,0.12309,8/30/2018,\N,218.8,\N,0.12069,0,0,Custom,0,\N,69
11/21/2018,127,Cash Dividend,US,NO,0.23,\N,\N,\N,\N,\N,0,201.3,0.12309,11/30/2018,\N,199.8,\N,0.12069,0,0,Flat,0,\N,\N
2/19/2019,127,Cash Dividend,US,NO,0.23,\N,\N,\N,\N,\N,0,199.7,0.12309,2/28/2019,\N,194,\N,0.12069,0,0,Standard,0,\N,25
5/16/2019,127,Cash Dividend,US,NO,0.26,\N,\N,\N,\N,\N,0,182.5,0.12309,5/28/2019,\N,170,\N,0.12069,0,0,Custom,0,\N,69
6/15/2018,127,Buyback,\N,NO,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/15/2019,127,Buyback,\N,NO,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/16/2018,128,Cash Dividend,US,US,0.42,\N,\N,\N,\N,\N,0,97.32,1,6/14/2018,\N,100.85,\N,1,0,0,Flat,0,\N,\N
8/15/2018,128,Cash Dividend,US,US,0.42,\N,\N,\N,\N,\N,0,109.56,1,9/13/2018,\N,111.71,\N,1,0,0,Standard,0,\N,30
11/14/2018,128,Cash Dividend,US,US,0.46,\N,\N,\N,\N,\N,0,106.94,1,12/13/2018,\N,109.08,\N,1,0,0,Custom,0,\N,67
2/20/2019,128,Cash Dividend,US,US,0.46,\N,\N,\N,\N,\N,0,108.17,1,3/14/2019,\N,114.5,\N,1,0,0,Flat,0,\N,\N
5/15/2019,128,Cash Dividend,US,US,0.46,\N,\N,\N,\N,\N,0,124.73,1,6/13/2019,\N,131.49,\N,1,0,0,Standard,0,\N,30
5/16/2018,129,Cash Dividend,US,US,1.95,\N,\N,\N,\N,\N,0,154.65,1,5/31/2018,\N,161.59,\N,1,0,0,Custom,0,\N,67
8/16/2018,129,Cash Dividend,US,US,2,\N,\N,\N,\N,\N,0,177.14,1,8/31/2018,\N,181.45,\N,1,0,0,Flat,0,\N,\N
11/15/2018,129,Cash Dividend,US,US,2,\N,\N,\N,\N,\N,0,187.4,1,11/30/2018,\N,184.6,\N,1,0,0,Standard,0,\N,30
2/13/2019,129,Cash Dividend,US,US,2.05,\N,\N,\N,\N,\N,0,184.6,1,2/28/2019,\N,181.24,\N,1,0,0,Custom,0,\N,67
5/16/2019,129,Cash Dividend,US,US,2.05,\N,\N,\N,\N,\N,0,177,1,5/31/2019,\N,163.05,\N,1,0,0,Flat,0,\N,\N
5/16/2018,130,Cash Dividend,US,US,0.24,\N,\N,\N,\N,\N,0,57.83,1,5/24/2018,\N,58.01,\N,1,0,0,Standard,1,\N,\N
8/15/2018,130,Cash Dividend,US,US,0.3,\N,\N,\N,\N,\N,0,53.57,1,8/23/2018,\N,54.07,\N,1,0,0,Custom,0,\N,67
11/13/2018,130,Cash Dividend,US,US,0.3,\N,\N,\N,\N,\N,0,49.44,1,11/21/2018,\N,47.38,\N,1,0,0,Flat,0,\N,\N
2/13/2019,130,Cash Dividend,US,US,0.3,\N,\N,\N,\N,\N,0,49.89,1,2/21/2019,\N,51.28,\N,1,0,0,Standard,0,\N,30
5/15/2019,130,Cash Dividend,US,US,0.3,\N,\N,\N,\N,\N,0,46.44,1,5/23/2019,\N,45.42,\N,1,0,0,Custom,0,\N,67
5/16/2018,131,Cash Dividend,US,US,0.8,\N,\N,\N,\N,\N,0,115.9,1,6/5/2018,\N,124.44,\N,1,0,0,Flat,0,\N,\N
8/6/2018,131,Cash Dividend,US,US,0.8,\N,\N,\N,\N,\N,0,115.38,1,9/5/2018,\N,120.24,\N,1,0,0,Standard,0,\N,30
11/19/2018,131,Cash Dividend,US,US,0.8,\N,\N,\N,\N,\N,0,83.95,1,12/12/2018,\N,73.27,\N,1,0,0,Custom,0,\N,67
2/12/2019,131,Cash Dividend,US,US,0.9,\N,\N,\N,\N,\N,0,83.34,1,3/5/2019,\N,82.53,\N,1,0,0,Flat,0,\N,\N
5/14/2019,131,Cash Dividend,US,US,0.9,\N,\N,\N,\N,\N,0,81.41,1,6/4/2019,\N,72,\N,1,0,0,Standard,0,\N,30
5/16/2018,132,Cash Dividend,US,US,0.0375,\N,\N,\N,\N,\N,0,154.61,1,6/21/2018,\N,157.35,\N,1,0,0,Custom,0,\N,67
8/28/2018,132,Cash Dividend,US,US,0.0375,\N,\N,\N,\N,\N,0,154.66,1,9/25/2018,\N,140.5,\N,1,0,0,Flat,0,\N,\N
11/27/2018,132,Cash Dividend,US,US,0.0375,\N,\N,\N,\N,\N,0,112.56,1,12/21/2018,\N,90.34,\N,1,0,0,Standard,0,\N,30
2/27/2019,132,Cash Dividend,US,US,0.0375,\N,\N,\N,\N,\N,0,115.72,1,3/29/2019,\N,127.26,\N,1,0,0,Custom,0,\N,67
5/21/2019,132,Cash Dividend,US,US,0.0375,\N,\N,\N,\N,\N,0,106.06,1,6/19/2019,\N,89.64,\N,1,0,0,Flat,0,\N,\N
8/29/2018,132,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/17/2018,133,Cash Dividend,US,US,1.12,\N,\N,\N,\N,\N,0,129.56,1,6/11/2018,\N,126.44,\N,1,0,0,Standard,0,\N,30
8/16/2018,133,Cash Dividend,US,US,1.12,\N,\N,\N,\N,\N,0,117.94,1,9/10/2018,\N,114.6,\N,1,0,0,Custom,0,\N,67
11/15/2018,133,Cash Dividend,US,US,1.12,\N,\N,\N,\N,\N,0,115.72,1,12/10/2018,\N,115.49,\N,1,0,0,Flat,0,\N,\N
2/14/2019,133,Cash Dividend,US,US,1.19,\N,\N,\N,\N,\N,0,119.57,1,3/11/2019,\N,121.62,\N,1,0,0,Standard,0,\N,30
5/16/2019,133,Cash Dividend,US,US,1.19,\N,\N,\N,\N,\N,0,122.14,1,6/10/2019,\N,121.48,\N,1,0,0,Custom,0,\N,67
5/17/2018,134,Cash Dividend,US,US,0.89,\N,\N,\N,\N,\N,0,76.03,1,6/18/2018,\N,74.3,\N,1,0,0,Flat,0,\N,\N
8/16/2018,134,Cash Dividend,US,US,0.9275,\N,\N,\N,\N,\N,0,81.86,1,9/17/2018,\N,81.7,\N,1,0,0,Standard,0,\N,30
11/15/2018,134,Cash Dividend,US,US,0.9275,\N,\N,\N,\N,\N,0,86.42,1,12/17/2018,\N,90.75,\N,1,0,0,Custom,0,\N,67
2/14/2019,134,Cash Dividend,US,US,0.9275,\N,\N,\N,\N,\N,0,89.59,1,3/18/2019,\N,90.65,\N,1,0,0,Flat,0,\N,\N
5/16/2019,134,Cash Dividend,US,US,0.9275,\N,\N,\N,\N,\N,0,86.79,1,6/17/2019,\N,87.87,\N,1,0,0,Standard,0,\N,30
5/17/2018,135,Cash Dividend,CA,CA,0.425,\N,\N,\N,\N,\N,0,41.87,1,6/1/2018,\N,41.43,\N,1,0,0,Custom,0,\N,25
8/20/2018,135,Cash Dividend,CA,CA,0.425,\N,\N,\N,\N,\N,0,43.54,1,9/1/2018,\N,42.72,\N,1,0,0,Flat,0,\N,\N
11/19/2018,135,Cash Dividend,CA,CA,0.45,\N,\N,\N,\N,\N,0,46.81,1,12/1/2018,\N,46.15,\N,1,0,0,Standard,0,\N,25
2/14/2019,135,Cash Dividend,CA,CA,0.45,\N,\N,\N,\N,\N,0,47.19,1,3/1/2019,\N,47.45,\N,1,0,0,Custom,0,\N,25
5/16/2019,135,Cash Dividend,CA,CA,0.45,\N,\N,\N,\N,\N,0,50.37,1,6/1/2019,\N,51.05,\N,1,0,0,Flat,0,\N,\N
5/17/2018,136,Cash Dividend,US,US,0.745,\N,\N,\N,\N,\N,0,141.2712208,1,6/8/2018,\N,145.6180276,\N,1,0,0,Standard,0,\N,30
8/16/2018,136,Cash Dividend,US,US,0.745,\N,\N,\N,\N,\N,0,146.6616442,1,9/7/2018,\N,157.030789,\N,1,0,0,Custom,0,\N,67
11/15/2018,136,Cash Dividend,US,US,0.82,\N,\N,\N,\N,\N,0,147.53,1,12/7/2018,\N,141.56,\N,1,0,0,Flat,0,\N,\N
2/21/2019,136,Cash Dividend,US,US,0.82,\N,\N,\N,\N,\N,0,154.58,1,3/8/2019,\N,152.48,\N,1,0,0,Standard,0,\N,30
5/23/2019,136,Cash Dividend,US,US,0.82,\N,\N,\N,\N,\N,0,169.31,1,6/14/2019,\N,173.19,\N,1,0,0,Custom,0,\N,67
10/1/2018,136,Spinoff,\N,US,\N,\N,1,0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
10/29/2018,136,Spinoff,\N,US,\N,\N,1,0.1667,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/9/2018,137,Buyback,\N,GB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/17/2018,138,Cash Dividend,US,US,0.21,\N,\N,\N,\N,\N,0,130.89,1,6/5/2018,\N,133.07,\N,1,0,0,Custom,0,\N,67
8/16/2018,138,Cash Dividend,US,US,0.21,\N,\N,\N,\N,\N,0,139.92,1,9/4/2018,\N,146.89,\N,1,0,0,Flat,0,\N,\N
11/15/2018,138,Cash Dividend,US,US,0.25,\N,\N,\N,\N,\N,0,139.49,1,12/4/2018,\N,145,\N,1,0,0,Standard,0,\N,30
2/14/2019,138,Cash Dividend,US,US,0.25,\N,\N,\N,\N,\N,0,143.49,1,3/5/2019,\N,147.96,\N,1,0,0,Custom,0,\N,67
5/16/2019,138,Cash Dividend,US,US,0.25,\N,\N,\N,\N,\N,0,162.79,1,6/4/2019,\N,158.6,\N,1,0,0,Flat,0,\N,\N
7/16/2018,138,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/17/2018,140,Cash Dividend,US,US,0.045,\N,\N,\N,\N,\N,0,48.27,1,6/1/2018,\N,45.71,\N,1,0,0,Standard,0,\N,30
8/16/2018,140,Cash Dividend,US,US,0.045,\N,\N,\N,\N,\N,0,52.3,1,8/31/2018,\N,53.47,\N,1,0,0,Custom,0,\N,67
11/15/2018,140,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,41.27,1,11/30/2018,\N,42.36,\N,1,0,0,Flat,1,\N,\N
2/28/2019,140,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,54.06,1,3/15/2019,\N,53.02,\N,1,0,0,Standard,0,\N,30
5/16/2019,140,Cash Dividend,US,US,0.05,\N,\N,\N,\N,\N,0,45.43,1,5/31/2019,\N,41.75,\N,1,0,0,Custom,0,\N,67
10/29/2018,140,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/17/2018,141,Cash Dividend,US,US,0.37,\N,\N,\N,\N,\N,0,51.05,1,6/4/2018,\N,49.59,\N,1,0,0,Flat,0,\N,\N
8/31/2018,141,Cash Dividend,US,US,0.37,\N,\N,\N,\N,\N,0,62.25,1,9/19/2018,\N,64.06,\N,1,0,0,Standard,0,\N,30
11/23/2018,141,Cash Dividend,US,US,0.37,\N,\N,\N,\N,\N,0,52.33,1,12/11/2018,\N,49.04,\N,1,0,0,Custom,0,\N,67
3/8/2019,141,Cash Dividend,US,US,0.37,\N,\N,\N,\N,\N,0,44.75,1,3/26/2019,\N,43.54,\N,1,0,0,Flat,0,\N,\N
5/31/2019,141,Cash Dividend,US,US,0.37,\N,\N,\N,\N,\N,0,32.47,1,6/18/2019,\N,32.47,\N,1,0,0,Standard,0,\N,30
5/17/2018,142,Cash Dividend,US,US,0.38,\N,\N,\N,\N,\N,0,158.32,1,5/31/2018,\N,161.99,\N,1,0,0,Custom,0,\N,67
8/16/2018,142,Cash Dividend,US,US,0.58,\N,\N,\N,\N,\N,0,173.61,1,8/31/2018,\N,177.65,\N,1,0,0,Flat,0,\N,\N
