ExDate,IdentifierMappingID,EventType,EventCurrency,LocalCurrency,EventAmount,OfferPrice,TermOldShares,TermNewShares,SpunOffStock,SpunOffCash,BuybackShares,PriceExT1,FxExT1,PayDate,PayDatePrice,PayDatePriceT1,PayDateFx,PayDateFxT1,FrankingPercent,IncomePercent,WHTType,REIT,Comments,TaxRate
2/15/2019,335,Cash Dividend,US,US,0.075,\N,\N,\N,\N,\N,0,23.06,100,3/13/2019,\N,22.46,\N,100,0,0,Custom,0,\N,67
6/7/2018,336,Cash Dividend,GB,GB,0.090939,\N,\N,\N,\N,\N,0,196.62,100,8/3/2018,\N,181.3,\N,100,0,0,Flat,0,\N,\N
11/22/2018,336,Cash Dividend,GB,GB,0.042253,\N,\N,\N,\N,\N,0,158.04,100,2/1/2019,\N,138.58,\N,100,0,0,Standard,0,\N,\N
6/7/2018,337,Cash Dividend,US,GB,0.13,\N,\N,\N,\N,\N,0,523.2,134.1561578,6/22/2018,\N,515.8,\N,132.5381047,0,0,Custom,0,\N,70
8/16/2018,337,Cash Dividend,US,GB,0.4,\N,\N,\N,\N,\N,0,488.9,134.1561578,9/6/2018,\N,489.7,\N,132.5381047,0,0,Flat,0,\N,\N
11/22/2018,337,Cash Dividend,US,GB,0.25,\N,\N,\N,\N,\N,0,522.4,134.1561578,12/21/2018,\N,473.3,\N,132.5381047,0,0,Standard,0,\N,\N
3/7/2019,337,Cash Dividend,US,GB,0.4,\N,\N,\N,\N,\N,0,610,134.1561578,3/29/2019,\N,616,\N,132.5381047,0,0,Custom,0,\N,70
6/7/2018,338,Cash Dividend,US,US,1,\N,\N,\N,\N,\N,0,100.75,100,7/3/2018,\N,104.97,\N,100,0,0,Flat,0,\N,\N
9/6/2018,338,Cash Dividend,US,US,1,\N,\N,\N,\N,\N,0,116.69,100,10/2/2018,\N,113.6,\N,100,0,0,Standard,0,\N,30
12/6/2018,338,Cash Dividend,US,US,1,\N,\N,\N,\N,\N,0,112.51,100,1/3/2019,\N,111.79,\N,100,0,0,Custom,0,\N,67
3/7/2019,338,Cash Dividend,US,US,1.03,\N,\N,\N,\N,\N,0,116.13,100,4/2/2019,\N,122.77,\N,100,0,0,Flat,0,\N,\N
1/23/2019,338,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/7/2018,339,Cash Dividend,US,US,0.45,\N,\N,\N,\N,\N,0,51.02,100,6/29/2018,\N,54.19,\N,100,0,0,Standard,0,\N,30
9/6/2018,339,Cash Dividend,US,US,0.45,\N,\N,\N,\N,\N,0,52.93,100,9/28/2018,\N,51.34,\N,100,0,0,Custom,0,\N,67
12/6/2018,339,Cash Dividend,US,US,0.45,\N,\N,\N,\N,\N,0,55.81,100,12/31/2018,\N,51.33,\N,100,0,0,Flat,0,\N,\N
3/7/2019,339,Cash Dividend,US,US,0.47,\N,\N,\N,\N,\N,0,59.16,100,3/29/2019,\N,58.79,\N,100,0,0,Standard,0,\N,30
6/7/2018,340,Cash Dividend,US,US,0.77,\N,\N,\N,\N,\N,0,128.77,100,6/29/2018,\N,122.45,\N,100,0,0,Custom,0,\N,67
9/7/2018,340,Cash Dividend,US,US,0.77,\N,\N,\N,\N,\N,0,132.57,100,9/28/2018,\N,129.12,\N,100,0,0,Flat,0,\N,\N
12/7/2018,340,Cash Dividend,US,US,0.77,\N,\N,\N,\N,\N,0,125.41,100,12/31/2018,\N,118.24,\N,100,0,0,Standard,0,\N,30
3/8/2019,340,Cash Dividend,US,US,0.77,\N,\N,\N,\N,\N,0,131.49,100,3/29/2019,\N,136.9,\N,100,0,0,Custom,0,\N,67
6/7/2018,341,Cash Dividend,HK,HK,1.1,\N,\N,\N,\N,\N,0,24.35,100,6/29/2018,\N,22.4,\N,100,0,0,Flat,0,\N,\N
9/13/2018,341,Cash Dividend,HK,HK,0.4,\N,\N,\N,\N,\N,0,21.25,100,10/11/2018,\N,20.85,\N,100,0,0,Standard,0,\N,0
6/7/2018,341,Cash Dividend,HK,HK,1.1,\N,\N,\N,\N,\N,0,24.35,100,6/29/2018,\N,22.4,\N,100,0,0,Custom,0,\N,5
9/13/2018,341,Cash Dividend,HK,HK,0.4,\N,\N,\N,\N,\N,0,21.25,100,10/11/2018,\N,20.85,\N,100,0,0,Flat,0,\N,\N
6/7/2018,341,Buyback,\N,HK,\N,\N,\N,\N,\N,\N,376500,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/30/2019,341,Buyback,\N,HK,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/7/2018,341,Buyback,\N,HK,\N,\N,\N,\N,\N,\N,376500,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/30/2019,341,Buyback,\N,HK,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/8/2018,342,Cash Dividend,HK,HK,0.20909093,\N,\N,\N,\N,\N,0,14.28099459,100,6/22/2018,\N,13.49091044,\N,100,0,0,Standard,0,\N,0
9/11/2018,342,Cash Dividend,HK,HK,0.12,\N,\N,\N,\N,\N,0,14.21818324,100,10/2/2018,\N,14.12727414,\N,100,0,0,Custom,0,\N,5
5/30/2019,342,Cash Dividend,HK,HK,0.209090909,\N,\N,\N,\N,\N,0,17.58181994,100,6/13/2019,\N,17.18,\N,100,0,0,Flat,0,\N,\N
6/8/2018,342,Stock Dividend,\N,HK,\N,\N,10,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/8/2018,343,Cash Dividend,US,US,0.77,\N,\N,\N,\N,\N,0,86.48,100,7/16/2018,\N,83.64,\N,100,0,0,Standard,0,\N,30
9/7/2018,343,Cash Dividend,US,US,0.78,\N,\N,\N,\N,\N,0,77.57,100,10/15/2018,\N,76.96,\N,100,0,0,Custom,0,\N,67
12/7/2018,343,Cash Dividend,US,US,0.78,\N,\N,\N,\N,\N,0,67.52,100,1/15/2019,\N,65.58,\N,100,0,0,Flat,0,\N,\N
3/8/2019,343,Cash Dividend,US,US,0.78,\N,\N,\N,\N,\N,0,65.74,100,4/15/2019,\N,65.33,\N,100,0,0,Standard,0,\N,30
6/8/2018,344,Cash Dividend,CA,CA,0.48,\N,\N,\N,\N,\N,0,61.99,100,7/3/2018,\N,62.44,\N,100,0,0,Custom,0,\N,25
9/13/2018,344,Cash Dividend,CA,CA,0.48,\N,\N,\N,\N,\N,0,67.99,100,10/3/2018,\N,65.31,\N,100,0,0,Flat,0,\N,\N
12/10/2018,344,Cash Dividend,CA,CA,0.48,\N,\N,\N,\N,\N,0,71.22,100,1/3/2019,\N,69.5,\N,100,0,0,Standard,0,\N,25
3/11/2019,344,Cash Dividend,CA,CA,0.5,\N,\N,\N,\N,\N,0,70.94,100,4/1/2019,\N,71.87,\N,100,0,0,Custom,0,\N,25
6/14/2018,345,Cash Dividend,US,US,0.15,\N,\N,\N,\N,\N,0,50.00525397,100,7/5/2018,\N,47.14407811,\N,100,0,0,Standard,0,\N,30
9/18/2018,345,Cash Dividend,US,US,0.15,\N,\N,\N,\N,\N,0,51.9976253,100,10/3/2018,\N,51.89242553,\N,100,0,0,Custom,0,\N,67
11/27/2018,345,Cash Dividend,US,US,0.15,\N,\N,\N,\N,\N,0,51.51115359,100,12/12/2018,\N,49.55286611,\N,100,0,0,Custom,1,\N,\N
3/13/2019,345,Cash Dividend,US,US,0.15,\N,\N,\N,\N,\N,0,55.17635559,100,4/2/2019,\N,56.11580913,\N,100,0,0,Flat,0,\N,\N
6/8/2018,345,Special Cash Dividend,US,US,0.5,\N,\N,\N,\N,\N,0,50.75646889,100,6/18/2018,\N,49.22790254,\N,100,0,0,Flat,0,\N,\N
9/18/2018,345,Special Cash Dividend,US,US,0.5,\N,\N,\N,\N,\N,0,51.9976253,100,10/3/2018,\N,51.89242553,\N,100,0,0,Flat,0,\N,\N
11/27/2018,345,Special Cash Dividend,US,US,0.5,\N,\N,\N,\N,\N,0,51.51115359,100,12/12/2018,\N,49.55286611,\N,100,0,0,Standard,0,\N,30
10/23/2018,345,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
3/12/2019,345,Stock Split,\N,US,\N,\N,2,3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/8/2018,346,Cash Dividend,US,US,0.36,\N,\N,\N,\N,\N,0,107.87,100,7/5/2018,\N,105.08,\N,100,0,0,Standard,0,\N,30
9/7/2018,346,Cash Dividend,US,US,0.36,\N,\N,\N,\N,\N,0,118.65,100,10/3/2018,\N,114.52,\N,100,0,0,Custom,0,\N,67
12/28/2018,346,Cash Dividend,US,US,0.36,\N,\N,\N,\N,\N,0,95.9,100,1/16/2019,\N,101.35,\N,100,0,0,Flat,0,\N,\N
3/8/2019,346,Cash Dividend,US,US,0.36,\N,\N,\N,\N,\N,0,112.05,100,4/3/2019,\N,116.83,\N,100,0,0,Standard,0,\N,30
6/8/2018,347,Cash Dividend,US,US,1,\N,\N,\N,\N,\N,0,118.54,100,6/18/2018,\N,115.32,\N,100,0,0,Custom,0,\N,67
9/4/2018,347,Cash Dividend,US,US,1,\N,\N,\N,\N,\N,0,112.78,100,9/12/2018,\N,106.54,\N,100,0,0,Flat,0,\N,\N
12/7/2018,347,Cash Dividend,US,US,1,\N,\N,\N,\N,\N,0,88.23,100,12/17/2018,\N,82.34,\N,100,0,0,Standard,0,\N,30
3/1/2019,347,Cash Dividend,US,US,1,\N,\N,\N,\N,\N,0,85.52,100,3/11/2019,\N,87.14,\N,100,0,0,Custom,0,\N,67
6/11/2018,348,Cash Dividend,US,US,0.225,\N,\N,\N,\N,\N,0,85.84,100,6/29/2018,\N,85.1,\N,100,0,0,Flat,0,\N,\N
9/12/2018,348,Cash Dividend,US,US,0.225,\N,\N,\N,\N,\N,0,98.46,100,9/28/2018,\N,99.46,\N,100,0,0,Standard,0,\N,30
12/6/2018,348,Cash Dividend,US,US,0.225,\N,\N,\N,\N,\N,0,81.76,100,12/28/2018,\N,81.84,\N,100,0,0,Custom,0,\N,67
3/15/2019,348,Cash Dividend,US,US,0.255,\N,\N,\N,\N,\N,0,89.24,100,3/29/2019,\N,91.91,\N,100,0,0,Flat,0,\N,\N
3/5/2019,348,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/23/2019,348,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
10/25/2018,349,Cash Dividend,GB,GB,1.0246,\N,\N,\N,\N,\N,0,5215,100,12/5/2018,\N,4975.5,\N,100,0,0,Custom,0,\N,70
4/4/2019,349,Cash Dividend,GB,GB,0.4811,\N,\N,\N,\N,\N,0,5222,100,4/30/2019,\N,5450,\N,100,0,0,Flat,0,\N,\N
6/11/2018,349,Special Cash Dividend,GB,GB,3.175427778,\N,\N,\N,\N,\N,0,6221.447064,100,6/29/2018,\N,6063,\N,100,0,0,Standard,0,\N,\N
6/11/2018,349,Stock Split,\N,GB,\N,\N,19,18,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/1/2018,350,Buyback,\N,EU,\N,\N,\N,\N,\N,\N,244522205,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/12/2018,351,Cash Dividend,US,US,0.4575,\N,\N,\N,\N,\N,0,55.75,100,6/29/2018,\N,60.84,\N,100,0,0,Custom,0,\N,67
9/11/2018,351,Cash Dividend,US,US,0.4575,\N,\N,\N,\N,\N,0,65.9,100,9/28/2018,\N,62.57,\N,100,0,0,Flat,0,\N,\N
12/11/2018,351,Cash Dividend,US,US,0.475,\N,\N,\N,\N,\N,0,70.71,100,12/31/2018,\N,64.94,\N,100,0,0,Standard,0,\N,30
3/12/2019,351,Cash Dividend,US,US,0.475,\N,\N,\N,\N,\N,0,72.57,100,3/29/2019,\N,73.46,\N,100,0,0,Custom,0,\N,67
6/12/2018,352,Cash Dividend,US,US,0.61,\N,\N,\N,\N,\N,0,78.2,100,6/27/2018,\N,74.32,\N,100,0,0,Flat,0,\N,\N
9/11/2018,352,Cash Dividend,US,US,0.61,\N,\N,\N,\N,\N,0,81.01,100,9/26/2018,\N,74.41,\N,100,0,0,Standard,0,\N,30
12/11/2018,352,Cash Dividend,US,US,0.61,\N,\N,\N,\N,\N,0,63.83,100,12/26/2018,\N,59.79,\N,100,0,0,Custom,0,\N,67
3/19/2019,352,Cash Dividend,US,US,0.67,\N,\N,\N,\N,\N,0,69.11,100,4/3/2019,\N,70.87,\N,100,0,0,Flat,0,\N,\N
6/12/2018,353,Cash Dividend,US,US,2,\N,\N,\N,\N,\N,0,216.64,100,6/28/2018,\N,227.2,\N,100,0,0,Standard,0,\N,30
9/11/2018,353,Cash Dividend,US,US,2,\N,\N,\N,\N,\N,0,211.71,100,9/27/2018,\N,201.15,\N,100,0,0,Custom,0,\N,67
12/11/2018,353,Cash Dividend,US,US,2,\N,\N,\N,\N,\N,0,213.94,100,12/27/2018,\N,200.4,\N,100,0,0,Flat,0,\N,\N
3/12/2019,353,Cash Dividend,US,US,2,\N,\N,\N,\N,\N,0,218.84,100,3/28/2019,\N,219.2,\N,100,0,0,Standard,0,\N,30
6/12/2018,354,Cash Dividend,US,US,0.1125,\N,\N,\N,\N,\N,0,16.02,100,7/4/2018,\N,14.77,\N,100,0,0,Custom,0,\N,67
9/11/2018,354,Cash Dividend,US,US,0.1125,\N,\N,\N,\N,\N,0,16.41,100,10/3/2018,\N,16.53,\N,100,0,0,Flat,0,\N,\N
12/11/2018,354,Cash Dividend,US,US,0.1125,\N,\N,\N,\N,\N,0,14.57,100,1/2/2019,\N,13.21,\N,100,0,0,Standard,0,\N,30
3/12/2019,354,Cash Dividend,US,US,0.1125,\N,\N,\N,\N,\N,0,15.89,100,4/3/2019,\N,15.82,\N,100,0,0,Custom,0,\N,67
6/12/2018,355,Cash Dividend,US,US,0.1393,\N,\N,\N,\N,\N,0,24.01,100,7/5/2018,\N,22.59,\N,100,0,0,Flat,0,\N,\N
9/11/2018,355,Cash Dividend,US,US,0.1393,\N,\N,\N,\N,\N,0,24.65,100,10/3/2018,\N,26.08,\N,100,0,0,Standard,0,\N,30
12/12/2018,355,Cash Dividend,US,US,0.1602,\N,\N,\N,\N,\N,0,22.55,100,1/2/2019,\N,20.46,\N,100,0,0,Custom,0,\N,67
3/12/2019,355,Cash Dividend,US,US,0.1602,\N,\N,\N,\N,\N,0,19.04,100,4/3/2019,\N,19.72,\N,100,0,0,Flat,0,\N,\N
5/29/2018,355,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
5/23/2019,355,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
3/4/2019,356,Cash Dividend,EU,EU,2.75,\N,\N,\N,\N,\N,0,131.2,100,3/6/2019,\N,127.4,\N,100,0,0,Custom,0,\N,83
4/17/2019,356,Buyback,\N,EU,\N,\N,\N,\N,\N,\N,5150927,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/12/2018,357,Cash Dividend,US,US,0.25,\N,\N,\N,\N,\N,0,71.68,100,6/27/2018,\N,73.07,\N,100,0,0,Flat,0,\N,\N
9/11/2018,357,Cash Dividend,US,US,0.25,\N,\N,\N,\N,\N,0,63.18,100,9/26/2018,\N,66.82,\N,100,0,0,Standard,0,\N,30
12/11/2018,357,Cash Dividend,US,US,0.3,\N,\N,\N,\N,\N,0,51.06,100,12/26/2018,\N,40.57,\N,100,0,0,Custom,0,\N,67
3/12/2019,357,Cash Dividend,US,US,0.3,\N,\N,\N,\N,\N,0,43.45,100,3/27/2019,\N,44.94,\N,100,0,0,Flat,0,\N,\N
7/9/2018,357,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/12/2018,358,Cash Dividend,EU,EU,0.0857,\N,\N,\N,\N,\N,0,2.646,100,6/14/2018,\N,2.556,\N,100,0,0,Standard,0,\N,0
12/18/2018,358,Cash Dividend,EU,EU,0.0605,\N,\N,\N,\N,\N,0,2.393,100,12/20/2018,\N,2.363,\N,100,0,0,Custom,0,\N,83
6/13/2018,359,Cash Dividend,US,CA,0.24,\N,\N,\N,\N,\N,0,91.59,76.82,6/28/2018,\N,95.27,\N,74.96,0,0,Flat,0,\N,\N
9/13/2018,359,Cash Dividend,US,CA,0.24,\N,\N,\N,\N,\N,0,81.26,76.82,9/27/2018,\N,80.86,\N,74.96,0,0,Standard,1,\N,\N
12/5/2018,359,Cash Dividend,US,CA,0.24,\N,\N,\N,\N,\N,0,93.99,76.82,12/20/2018,\N,93.08,\N,74.96,0,0,Custom,0,\N,25
3/13/2019,359,Cash Dividend,US,CA,0.24,\N,\N,\N,\N,\N,0,104.29,76.82,3/28/2019,\N,101.73,\N,74.96,0,0,Flat,0,\N,\N
6/13/2018,360,Cash Dividend,US,US,0.6,\N,\N,\N,\N,\N,0,75.58,100,7/12/2018,\N,76.63,\N,100,0,0,Standard,0,\N,30
9/20/2018,360,Cash Dividend,US,US,0.6,\N,\N,\N,\N,\N,0,68.98,100,10/10/2018,\N,71.7,\N,100,0,0,Custom,0,\N,67
12/20/2018,360,Cash Dividend,US,US,0.6,\N,\N,\N,\N,\N,0,73.87,100,1/9/2019,\N,75,\N,100,0,0,Flat,0,\N,\N
3/8/2019,360,Cash Dividend,US,US,0.65,\N,\N,\N,\N,\N,0,74.46,100,4/9/2019,\N,75.33,\N,100,0,0,Standard,0,\N,30
6/13/2018,361,Cash Dividend,EU,EU,0.2,\N,\N,\N,\N,\N,0,7.681,100,6/15/2018,\N,7.549,\N,100,0,0,Custom,0,\N,83
12/18/2018,361,Cash Dividend,EU,EU,0.2,\N,\N,\N,\N,\N,0,7.827,100,12/20/2018,\N,7.6,\N,100,0,0,Flat,0,\N,\N
6/13/2018,362,Cash Dividend,US,US,0.24,\N,\N,\N,\N,\N,0,75.44,100,6/29/2018,\N,73.84,\N,100,0,0,Standard,0,\N,30
9/12/2018,362,Cash Dividend,US,US,0.24,\N,\N,\N,\N,\N,0,78.11,100,9/28/2018,\N,74.99,\N,100,0,0,Custom,0,\N,67
12/13/2018,362,Cash Dividend,US,US,0.24,\N,\N,\N,\N,\N,0,78,100,12/31/2018,\N,74.45,\N,100,0,0,Flat,0,\N,\N
3/14/2019,362,Cash Dividend,US,US,0.275,\N,\N,\N,\N,\N,0,74.05,100,3/29/2019,\N,74.77,\N,100,0,0,Standard,0,\N,30
9/30/2018,362,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/13/2018,363,Cash Dividend,US,US,0.3,\N,\N,\N,\N,\N,0,66.48,100,6/22/2018,\N,66.05,\N,100,0,0,Custom,0,\N,67
12/26/2018,363,Cash Dividend,US,US,0.33,\N,\N,\N,\N,\N,0,42.83,100,1/8/2019,\N,46.28,\N,100,0,0,Flat,0,\N,\N
12/10/2018,363,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/13/2018,364,Cash Dividend,US,US,0.45,\N,\N,\N,\N,\N,0,74.05,100,7/5/2018,\N,73.63,\N,100,0,0,Standard,0,\N,30
9/17/2018,364,Cash Dividend,US,US,0.45,\N,\N,\N,\N,\N,0,78.39,100,10/9/2018,\N,71.38,\N,100,0,0,Custom,0,\N,67
12/10/2018,364,Cash Dividend,US,US,0.45,\N,\N,\N,\N,\N,0,60.58,100,12/31/2018,\N,51.34,\N,100,0,0,Flat,0,\N,\N
3/19/2019,364,Cash Dividend,US,US,0.5,\N,\N,\N,\N,\N,0,70.24,100,4/10/2019,\N,74.75,\N,100,0,0,Standard,0,\N,30
5/24/2018,364,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
2/23/2019,364,Buyback,\N,US,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/13/2018,365,Cash Dividend,US,US,0.48,\N,\N,\N,\N,\N,0,65.51,100,6/29/2018,\N,65.15,\N,100,0,0,Custom,0,\N,67
9/14/2018,365,Cash Dividend,US,US,0.48,\N,\N,\N,\N,\N,0,67.59,100,9/28/2018,\N,66.46,\N,100,0,0,Flat,0,\N,\N
12/17/2018,365,Cash Dividend,US,US,0.48,\N,\N,\N,\N,\N,0,64.81,100,12/31/2018,\N,58.49,\N,100,0,0,Standard,0,\N,30
3/14/2019,365,Cash Dividend,US,US,0.53,\N,\N,\N,\N,\N,0,72.38,100,3/29/2019,\N,72.12,\N,100,0,0,Custom,0,\N,67
6/13/2018,366,Cash Dividend,US,US,0.02,\N,\N,\N,\N,\N,0,18.54,\N,6/22/2018,\N,17.91,\N,\N,0,0,Flat,0,\N,\N
9/12/2018,366,Cash Dividend,US,US,0.02,\N,\N,\N,\N,\N,0,13.18,\N,9/21/2018,\N,13.9,\N,\N,0,0,Standard,0,\N,30
12/12/2018,366,Cash Dividend,US,US,0.02,\N,\N,\N,\N,\N,0,12.68,\N,12/21/2018,\N,12.8,\N,\N,0,0,Custom,0,\N,67
3/13/2019,366,Cash Dividend,US,US,0.02,\N,\N,\N,\N,\N,0,15.07,\N,3/22/2019,\N,14.94,\N,\N,0,0,Flat,0,\N,\N
6/13/2018,367,Cash Dividend,AU,AU,1.071428571,\N,\N,\N,\N,\N,0,41.78,100,7/4/2018,\N,42.9,\N,100,0,0,Standard,0,\N,30
9/12/2018,367,Cash Dividend,AU,AU,1,\N,\N,\N,\N,\N,0,50.37,100,10/4/2018,\N,50.56,\N,100,0,0,Custom,0,\N,32
12/29/2018,367,Buyback,\N,AU,\N,\N,\N,\N,\N,\N,32425409,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/13/2018,368,Cash Dividend,HK,HK,0.030449463,\N,\N,\N,\N,\N,0,6.53,100,7/26/2018,\N,5.76,\N,100,0,0,Flat,0,\N,\N
6/13/2018,368,Cash Dividend,HK,HK,0.043857503,\N,\N,\N,\N,\N,0,6.53,100,7/26/2018,\N,5.76,\N,100,0,0,Standard,0,\N,0
9/13/2018,368,Cash Dividend,HK,HK,0.07645242,\N,\N,\N,\N,\N,0,5.76,100,11/1/2018,\N,5.74,\N,100,0,0,Custom,0,\N,5
9/13/2018,368,Cash Dividend,HK,HK,0.025484,\N,\N,\N,\N,\N,0,5.76,100,11/1/2018,\N,5.74,\N,100,0,0,Flat,0,\N,\N
6/13/2018,368,Cash Dividend,HK,HK,0.030449463,\N,\N,\N,\N,\N,0,6.53,100,7/26/2018,\N,5.76,\N,100,0,0,Standard,0,\N,0
6/13/2018,368,Cash Dividend,HK,HK,0.043857503,\N,\N,\N,\N,\N,0,6.53,100,7/26/2018,\N,5.76,\N,100,0,0,Custom,0,\N,5
9/13/2018,368,Cash Dividend,HK,HK,0.07645242,\N,\N,\N,\N,\N,0,5.76,100,11/1/2018,\N,5.74,\N,100,0,0,Flat,0,\N,\N
9/13/2018,368,Cash Dividend,HK,HK,0.025484,\N,\N,\N,\N,\N,0,5.76,100,11/1/2018,\N,5.74,\N,100,0,0,Standard,0,\N,0
6/14/2018,369,Cash Dividend,US,US,0.21,\N,\N,\N,\N,\N,0,80.9,100,6/29/2018,\N,77.18,\N,100,0,0,Custom,0,\N,67
9/14/2018,369,Cash Dividend,US,US,0.21,\N,\N,\N,\N,\N,0,89.34,100,9/28/2018,\N,89.99,\N,100,0,0,Flat,0,\N,\N
12/14/2018,369,Cash Dividend,US,US,0.21,\N,\N,\N,\N,\N,0,87.44,100,12/28/2018,\N,79.3,\N,100,0,0,Standard,0,\N,30
3/14/2019,369,Cash Dividend,US,US,0.27,\N,\N,\N,\N,\N,0,89.64,100,3/29/2019,\N,89.82,\N,100,0,0,Custom,0,\N,67
6/14/2018,370,Cash Dividend,CA,CA,0.755,\N,\N,\N,\N,\N,0,55.08,100,7/15/2018,\N,55.93,\N,100,0,0,Flat,0,\N,\N
9/13/2018,370,Cash Dividend,CA,CA,0.755,\N,\N,\N,\N,\N,0,52.83,100,10/15/2018,\N,50.91,\N,100,0,0,Standard,0,\N,25
12/13/2018,370,Cash Dividend,CA,CA,0.755,\N,\N,\N,\N,\N,0,56.83,100,1/15/2019,\N,55.23,\N,100,0,0,Custom,0,\N,25
3/14/2019,370,Cash Dividend,CA,CA,0.7925,\N,\N,\N,\N,\N,0,59.59,100,4/15/2019,\N,60.51,\N,100,0,0,Flat,0,\N,\N
6/14/2018,371,Cash Dividend,US,US,0.32,\N,\N,\N,\N,\N,0,107.1,100,6/29/2018,\N,105.71,\N,100,0,0,Standard,0,\N,30
9/13/2018,371,Cash Dividend,US,US,0.32,\N,\N,\N,\N,\N,0,109.5,100,9/28/2018,\N,108.77,\N,100,0,0,Custom,0,\N,67
12/13/2018,371,Cash Dividend,US,US,0.32,\N,\N,\N,\N,\N,0,106.74,100,12/28/2018,\N,100.82,\N,100,0,0,Flat,0,\N,\N
3/14/2019,371,Cash Dividend,US,US,0.35,\N,\N,\N,\N,\N,0,107.6,100,3/29/2019,\N,111.18,\N,100,0,0,Standard,0,\N,30
6/14/2018,372,Cash Dividend,US,US,0.39,\N,\N,\N,\N,\N,0,44.18,100,7/2/2018,\N,43.86,\N,100,0,0,Custom,0,\N,67
9/13/2018,372,Cash Dividend,US,US,0.39,\N,\N,\N,\N,\N,0,46.24,100,10/1/2018,\N,46.19,\N,100,0,0,Flat,1,\N,\N
11/29/2018,372,Cash Dividend,US,US,0.39,\N,\N,\N,\N,\N,0,49.71,100,12/14/2018,\N,49.47,\N,100,0,0,Standard,0,\N,30
3/14/2019,372,Cash Dividend,US,US,0.4,\N,\N,\N,\N,\N,0,46.22,100,4/1/2019,\N,46.86,\N,100,0,0,Custom,0,\N,67
6/14/2018,373,Cash Dividend,CA,CA,0.295,\N,\N,\N,\N,\N,0,52.6990384,100,7/1/2018,\N,54.3057164,\N,100,0,0,Flat,0,\N,\N
9/13/2018,373,Cash Dividend,CA,CA,0.295,\N,\N,\N,\N,\N,0,54.61901861,100,10/1/2018,\N,53.30957604,\N,100,0,0,Standard,0,\N,25
12/13/2018,373,Cash Dividend,CA,CA,0.295,\N,\N,\N,\N,\N,0,61.79,100,12/30/2018,\N,60.6,\N,100,0,0,Custom,0,\N,25
3/14/2019,373,Cash Dividend,CA,CA,0.295,\N,\N,\N,\N,\N,0,64.9,100,4/1/2019,\N,65.92,\N,100,0,0,Flat,0,\N,\N
4/29/2019,373,Buyback,\N,CA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
11/2/2018,373,Spinoff,\N,CA,\N,\N,1,0.135,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
6/14/2018,374,Cash Dividend,US,US,0.32,\N,\N,\N,\N,\N,0,61.76,100,6/29/2018,\N,58.65,\N,100,0,0,Standard,0,\N,30
9/14/2018,374,Cash Dividend,US,US,0.32,\N,\N,\N,\N,\N,0,70.88,100,9/28/2018,\N,68.43,\N,100,0,0,Custom,0,\N,67
